filename,model_target,downstream_task,perturbation_technique,codemix_lang,perturb_ratio,before_attack_acc,after_attack_acc,delta_acc,avg_semantic_sim,avg_running_time(s),adv_training,acc_improvement_on_adv_train,acc_adv_training_on_orig,orig_acc_vs_adv,best_epoch
indobertlarge-emotion-codemixing-su-adv-0.6.csv,indobertlarge,emotion,codemixing,su,0.6,0.759090909090909,0.65,0.10909090909090902,0.9427275618368928,0.56213,0.6977272727272728,0.04772727272727273,0.7659090909090909,0.006818181818181834,2.0
indobertlarge-emotion-codemixing-su-adv-0.8.csv,indobertlarge,emotion,codemixing,su,0.8,0.759090909090909,0.6386363636363637,0.12045454545454537,0.939533980190754,0.5589006818181819,0.6818181818181818,0.0431818181818181,0.7681818181818182,0.00909090909090915,5.0
indobertlarge-sentiment-codemixing-en-adv-0.2.csv,indobertlarge,sentiment,codemixing,en,0.2,0.944,0.93,0.013999999999999901,0.9919204494953155,0.6471522,0.938,0.007999999999999896,0.95,0.006000000000000005,4.0
indobertlarge-sentiment-codemixing-en-adv-0.4.csv,indobertlarge,sentiment,codemixing,en,0.4,0.944,0.926,0.017999999999999905,0.9855679332017898,0.6479886,0.936,0.010000000000000009,0.948,0.0040000000000000036,2.0
indobertlarge-sentiment-codemixing-en-adv-0.6.csv,indobertlarge,sentiment,codemixing,en,0.6,0.944,0.922,0.02199999999999991,0.9792576035261156,0.6866314,0.938,0.015999999999999903,0.952,0.008000000000000007,5.0
indobertlarge-sentiment-codemixing-en-adv-0.8.csv,indobertlarge,sentiment,codemixing,en,0.8,0.944,0.922,0.02199999999999991,0.9706300431489944,0.6504324,0.94,0.017999999999999905,0.954,0.010000000000000009,2.0
indobertlarge-sentiment-codemixing-fr-adv-0.2.csv,indobertlarge,sentiment,codemixing,fr,0.2,0.944,0.914,0.029999999999999916,0.9831597011089324,0.6305582,0.934,0.020000000000000018,0.95,0.006000000000000005,5.0
indobertlarge-sentiment-codemixing-fr-adv-0.4.csv,indobertlarge,sentiment,codemixing,fr,0.4,0.944,0.908,0.03599999999999992,0.9674676549434662,0.6422452000000001,0.92,0.01200000000000001,0.936,-0.007999999999999896,3.0
indobertlarge-sentiment-codemixing-fr-adv-0.6.csv,indobertlarge,sentiment,codemixing,fr,0.6,0.944,0.9,0.04399999999999993,0.950399742245674,0.6752108000000001,0.914,0.014000000000000012,0.946,0.0020000000000000018,5.0
indobertlarge-sentiment-codemixing-fr-adv-0.8.csv,indobertlarge,sentiment,codemixing,fr,0.8,0.944,0.896,0.04799999999999993,0.9329185121655464,0.6485262,0.926,0.030000000000000027,0.954,0.010000000000000009,4.0
indobertlarge-sentiment-sr-adv-0.2.csv,indobertlarge,sentiment,sr,id,0.2,0.944,0.908,0.0359999999999999,0.9818009206056596,0.5717782000000001,0.916,0.008000000000000007,0.944,0.0,2.0
indobertlarge-sentiment-sr-adv-0.4.csv,indobertlarge,sentiment,sr,id,0.4,0.944,0.894,0.0499999999999999,0.9663586617708206,0.5818936,0.912,0.018000000000000016,0.944,0.0,4.0
indobertlarge-sentiment-sr-adv-0.6.csv,indobertlarge,sentiment,sr,id,0.6,0.944,0.898,0.0459999999999999,0.9513223292827606,0.5049158,0.908,0.010000000000000009,0.938,-0.006000000000000005,1.0
indobertlarge-sentiment-sr-adv-0.8.csv,indobertlarge,sentiment,sr,id,0.8,0.944,0.87,0.0739999999999999,0.9317317722439766,0.6051208,0.888,0.018000000000000016,0.93,-0.013999999999999901,2.0
indobertlarge-sentiment-codemixing-it-adv-0.2.csv,indobertlarge,sentiment,codemixing,it,0.2,0.944,0.92,0.02399999999999991,0.9851750632524492,0.5048762,0.92,0.0,0.942,-0.0020000000000000018,4.0
indobertlarge-sentiment-codemixing-it-adv-0.4.csv,indobertlarge,sentiment,codemixing,it,0.4,0.944,0.912,0.03199999999999992,0.971387216448784,0.6321084000000001,0.918,0.006000000000000005,0.942,-0.0020000000000000018,2.0
indobertlarge-sentiment-codemixing-it-adv-0.6.csv,indobertlarge,sentiment,codemixing,it,0.6,0.944,0.904,0.039999999999999925,0.9591536206007004,0.6627402,0.916,0.01200000000000001,0.942,-0.0020000000000000018,2.0
indobertlarge-sentiment-codemixing-it-adv-0.8.csv,indobertlarge,sentiment,codemixing,it,0.8,0.944,0.9,0.04399999999999993,0.9438923650979996,0.6208954000000001,0.928,0.028000000000000025,0.944,0.0,4.0
indobertlarge-sentiment-codemixing-jw-adv-0.2.csv,indobertlarge,sentiment,codemixing,jw,0.2,0.944,0.912,0.03199999999999992,0.9909127870798112,0.6423182000000001,0.942,0.029999999999999916,0.954,0.010000000000000009,4.0
indobertlarge-sentiment-codemixing-jw-adv-0.4.csv,indobertlarge,sentiment,codemixing,jw,0.4,0.944,0.91,0.03399999999999992,0.9845253911018372,0.6456286,0.938,0.027999999999999914,0.954,0.010000000000000009,1.0
indobertlarge-sentiment-codemixing-jw-adv-0.6.csv,indobertlarge,sentiment,codemixing,jw,0.6,0.944,0.902,0.041999999999999926,0.9775748913288116,0.6988522,0.936,0.03400000000000003,0.956,0.01200000000000001,4.0
indobertlarge-sentiment-codemixing-jw-adv-0.8.csv,indobertlarge,sentiment,codemixing,jw,0.8,0.944,0.904,0.039999999999999925,0.9710504746437072,0.6513308,0.93,0.026000000000000023,0.944,0.0,4.0
indobertlarge-sentiment-codemixing-ms-adv-0.2.csv,indobertlarge,sentiment,codemixing,ms,0.2,0.944,0.928,0.015999999999999903,0.993168612718582,0.642143,0.946,0.017999999999999905,0.952,0.008000000000000007,5.0
indobertlarge-sentiment-codemixing-ms-adv-0.4.csv,indobertlarge,sentiment,codemixing,ms,0.4,0.944,0.928,0.015999999999999903,0.9878555883169174,0.6421587999999999,0.944,0.015999999999999903,0.948,0.0040000000000000036,5.0
indobertlarge-sentiment-codemixing-ms-adv-0.6.csv,indobertlarge,sentiment,codemixing,ms,0.6,0.944,0.924,0.019999999999999907,0.9815532755851746,0.6777252000000001,0.942,0.017999999999999905,0.952,0.008000000000000007,5.0
indobertlarge-sentiment-codemixing-ms-adv-0.8.csv,indobertlarge,sentiment,codemixing,ms,0.8,0.944,0.922,0.02199999999999991,0.9758914244174958,0.656102,0.932,0.010000000000000009,0.942,-0.0020000000000000018,4.0
indobertlarge-sentiment-codemixing-su-adv-0.2.csv,indobertlarge,sentiment,codemixing,su,0.2,0.944,0.922,0.02199999999999991,0.9905975217819214,0.647571,0.94,0.017999999999999905,0.948,0.0040000000000000036,2.0
indobertlarge-sentiment-codemixing-su-adv-0.4.csv,indobertlarge,sentiment,codemixing,su,0.4,0.944,0.92,0.02399999999999991,0.9829684257507324,0.6411857999999999,0.942,0.02199999999999991,0.952,0.008000000000000007,7.0
indobertlarge-sentiment-codemixing-su-adv-0.6.csv,indobertlarge,sentiment,codemixing,su,0.6,0.944,0.92,0.02399999999999991,0.973187802195549,0.6781794,0.932,0.01200000000000001,0.948,0.0040000000000000036,5.0
indobertlarge-sentiment-codemixing-su-adv-0.8.csv,indobertlarge,sentiment,codemixing,su,0.8,0.944,0.916,0.027999999999999914,0.9656637094020843,0.6533956000000001,0.94,0.02399999999999991,0.95,0.006000000000000005,5.0
